name,level,size,law,moral,ac,hp,perception,fortitude,reflex,willpower,strength,dexterity,constitution,intelligence,wisdom,charisma,acrobatics,arcana,athletics,crafting,deception,diplomacy,intimidation,medicine,nature,occultism,performance,religion,society,stealth,survival,thievery
Ninth Army Fence,5,3,2,1,20,70,11,9,12,15,0,3,0,4,2,4,10,0,0,13,13,11,11,0,0,0,0,0,11,10,0,10
Ovinnik,4,1,1,2,20,59,14,8,13,11,0,5,0,2,5,3,0,0,0,0,0,0,11,0,0,0,0,0,0,13,0,0
Headless Xulgath,11,4,1,1,29,195,20,24,20,22,7,3,5,0,3,3,0,0,23,0,0,0,21,0,0,0,0,0,0,0,21,0
Vermlek,3,3,1,1,16,55,8,11,8,6,3,1,4,0,1,2,8,0,10,0,7,0,0,0,0,0,0,0,0,8,0,0
Xotanispawn,17,4,1,1,40,340,29,31,29,23,9,6,8,-5,4,5,0,0,34,0,0,0,0,0,0,0,0,0,0,31,29,0
Giant Dragonfly Nymph,3,2,2,2,19,46,8,11,9,6,3,2,4,-5,1,-5,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0
Onyx Alliance Enforcer,2,3,2,1,18,30,8,9,8,6,3,2,3,-1,2,0,0,0,7,0,0,0,6,0,0,0,0,0,0,6,0,0
Gang Leader,7,3,1,1,26,104,14,13,17,10,4,4,2,2,-1,4,13,0,13,0,15,0,17,0,0,0,0,0,11,13,0,15
Fetch Stalker,18,3,1,1,42,350,30,35,30,28,6,6,9,4,6,8,32,0,32,0,36,0,34,0,33,0,0,0,31,34,0,31
Hieracosphinx,5,4,1,1,22,70,14,12,15,10,4,4,3,-2,3,0,11,0,13,0,0,0,9,0,0,0,0,0,0,0,12,0
Butterfly Blade Warrior,13,3,3,2,33,235,23,26,23,20,3,5,3,4,0,3,27,0,22,0,24,0,0,0,0,0,0,0,23,24,0,0
Young Umbral Dragon,11,4,2,1,31,195,22,22,20,22,7,3,5,3,5,3,18,0,22,0,22,0,22,0,20,0,0,0,0,20,22,0
Howling Spawn,11,4,1,1,31,175,21,24,21,18,7,6,7,3,4,3,0,0,22,0,19,0,23,0,0,0,0,0,0,21,19,0
Antipaladin,5,3,1,1,25,75,10,14,10,12,4,1,3,0,1,3,0,0,13,0,10,0,12,0,0,0,0,8,0,0,8,0
Kolo Harvan,2,2,3,1,18,30,8,5,11,8,0,3,1,1,0,4,7,0,0,0,8,8,0,0,0,0,0,0,0,9,0,7
Blood Painter,9,4,2,1,27,155,19,16,19,17,5,4,3,6,4,3,0,0,20,17,0,0,0,19,0,0,0,0,0,17,0,0
Scorned Hound,1,2,2,1,15,22,7,9,7,5,4,2,2,-4,2,-1,5,0,7,0,0,0,0,0,0,0,0,0,0,5,5,0
Thanadaemon,13,3,2,1,34,270,26,21,23,26,6,6,4,3,5,7,0,22,0,0,26,0,26,0,0,0,0,22,0,0,0,0
Grave Spinosaurus,15,6,2,2,30,280,26,23,21,19,9,5,7,-4,3,3,26,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult Sea Dragon,12,5,1,3,33,225,21,22,25,20,6,5,4,2,4,3,23,18,26,0,19,0,21,0,22,0,0,0,18,21,20,0
Straugh,10,4,1,1,29,220,17,22,16,16,8,3,7,-4,3,0,17,0,22,0,0,0,17,0,0,0,0,0,0,22,22,0
Star Archon,19,3,3,3,43,400,35,31,34,34,8,9,6,9,9,6,31,33,37,0,0,33,33,0,0,33,0,37,33,0,0,0
Zombie Owlbear,3,4,2,1,16,85,8,8,5,6,4,0,3,-5,1,-3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Grave Karina,11,4,2,1,30,240,21,21,24,19,4,7,4,-1,2,7,22,0,21,0,22,0,0,0,0,0,0,0,0,24,0,0
Darivan,10,3,1,1,28,220,19,17,18,21,4,2,1,0,3,5,0,0,20,0,21,19,21,0,19,0,0,19,0,0,19,0
Taon,15,3,1,1,38,230,25,22,22,19,6,5,4,1,4,6,26,0,29,0,0,0,29,0,0,0,0,0,22,28,0,0
Bright Walker,9,3,2,1,26,115,19,15,21,19,-5,6,0,0,4,3,19,0,0,0,0,0,18,0,0,0,0,0,0,19,0,0
Consonite Choir,13,6,2,2,32,200,23,27,22,21,0,5,8,-2,2,6,24,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
Leopard,2,3,2,2,18,30,7,8,10,5,3,4,2,-4,1,-2,8,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0
Living Waterfall,5,4,2,2,20,90,10,14,12,10,4,3,3,-2,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12,0,0
Chyzaedu,10,6,1,1,30,135,21,18,15,23,7,3,4,2,7,3,0,0,21,0,0,17,19,0,0,22,0,21,0,0,19,0
Lillend,7,4,1,3,25,145,16,14,16,16,4,3,5,2,3,5,14,0,0,0,16,18,0,0,14,0,20,14,0,0,12,0
Kotgar Leadbuster,4,3,3,1,21,60,12,13,9,10,4,1,3,0,2,1,0,0,12,8,9,0,9,0,0,0,0,0,8,0,10,0
Hyaenodon,3,4,2,2,19,45,9,10,8,7,5,3,3,-4,2,-2,8,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0
Jinkin,1,1,1,1,17,19,7,6,10,7,-2,4,0,2,2,2,7,0,0,5,5,0,0,0,5,0,0,0,0,7,0,7
Revenant,6,3,3,2,23,115,14,14,13,17,5,3,4,0,3,2,0,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0
Zombie Snake,0,3,2,1,13,35,2,6,3,2,3,1,2,-5,0,-2,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Arms of Balance Pravan Majinapti,15,3,3,2,35,300,27,27,27,27,5,4,4,0,4,1,29,0,30,0,0,0,0,0,0,0,26,0,0,0,0,0
Zombie Hulk,6,5,2,1,21,160,8,16,9,12,7,-1,4,-5,0,-2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Pit Fiend,20,4,3,1,46,335,37,37,32,35,9,8,9,8,9,8,34,32,33,0,39,34,39,0,0,0,0,37,36,34,0,0
"Bshez ""Sand Claws"" Shak",17,3,2,1,40,330,26,29,32,27,6,8,5,3,3,5,30,0,30,0,28,0,33,0,0,0,33,0,28,0,0,0
Spriggan Bully,3,2,1,1,19,48,10,9,11,8,3,4,2,1,3,1,9,0,8,0,0,0,10,0,0,0,0,0,8,11,10,9
Clockwork Disposer,5,2,2,2,21,70,13,12,15,9,2,4,1,-5,0,-5,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0
Virtuous Defender,4,3,3,3,22,70,10,12,6,12,4,0,3,0,1,3,0,0,0,0,0,12,11,0,0,0,0,9,0,0,9,0
Tormented Drowning,14,3,1,1,35,250,27,22,26,27,6,4,4,-1,5,8,24,0,26,0,0,0,28,0,0,0,0,0,0,24,0,0
Ogmunzorius,11,4,2,1,28,145,21,19,21,22,-5,5,4,4,4,6,14,0,0,0,18,0,18,0,0,12,0,0,0,18,0,0
Biloko Veteran,4,2,2,1,21,58,11,8,14,11,4,4,0,0,3,2,0,0,10,10,0,0,12,0,9,0,0,0,0,13,11,0
Skeletal Hellknight,2,3,3,1,20,25,7,9,8,4,4,2,3,-1,0,1,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0
Equendia,11,3,2,1,31,175,21,22,21,21,7,4,5,5,4,7,0,20,22,0,22,0,0,0,0,22,0,0,0,0,21,0
Umbraex,21,6,1,1,45,450,36,38,32,35,9,7,10,8,7,8,0,36,38,0,0,0,40,0,0,0,0,36,0,0,0,0
Dead Faine,17,3,1,3,39,315,32,26,29,32,0,5,0,4,5,6,0,0,0,0,36,33,33,0,0,0,0,30,30,0,0,0
Cockatrice,3,2,2,2,19,45,8,8,11,6,-2,4,1,-3,1,-1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deculi,12,4,2,1,33,215,23,21,26,18,5,7,4,-3,1,5,24,0,24,0,0,0,0,0,0,0,0,0,0,26,0,0
Zealot of Asmodeus,4,3,2,1,22,58,9,9,7,11,4,1,1,0,3,2,0,0,9,0,10,0,10,0,0,0,0,10,7,0,0,0
Mountain Goat,0,3,2,2,14,16,4,7,4,4,3,2,3,-4,2,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Risen Fetch,22,4,1,1,48,470,38,38,34,34,8,6,10,8,6,10,38,0,40,0,42,0,42,0,38,42,0,0,38,36,0,0
Shanrigol Behemoth,9,6,2,2,27,140,18,21,18,16,7,4,3,-4,3,-5,0,0,20,0,0,0,0,0,0,0,0,0,0,16,0,0
Eunemvro,5,3,3,2,22,78,11,13,14,11,4,5,4,3,2,3,14,0,13,0,0,0,10,0,0,0,0,0,0,12,0,0
"Varilyn ""Vare"" Eridge",4,2,2,3,21,60,14,12,11,14,4,1,2,1,3,0,14,0,12,14,0,0,0,0,0,0,0,0,0,11,12,0
Unshadowed Koride,19,3,1,1,40,290,33,32,29,35,1,3,4,6,3,4,0,0,0,37,33,33,0,35,33,0,0,0,0,31,33,0
Guillotine Golem,18,3,2,2,42,270,28,33,28,29,9,0,6,-5,0,-5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
Urbel,4,2,1,1,21,68,8,13,12,8,3,4,3,-1,0,2,10,0,9,7,0,0,12,0,0,0,0,0,0,10,0,0
Chalky,9,4,2,2,27,150,15,20,19,15,6,4,3,-5,0,-5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
Guecubu,8,3,1,1,27,110,15,17,16,15,6,4,3,4,3,3,16,0,18,0,0,0,15,0,0,0,0,0,0,16,0,0
Nixie,1,2,2,2,16,25,6,6,10,6,0,3,1,0,1,4,0,0,6,0,0,0,0,0,5,0,0,0,0,8,0,0
Alchemical Horror,21,5,2,1,46,400,35,37,32,27,10,5,9,-3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
Arbiter,1,1,3,2,16,22,7,5,7,7,1,4,2,0,2,1,9,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0
Gnagrif,2,1,2,1,18,35,7,9,10,5,2,4,3,-1,-1,2,8,0,6,0,0,0,6,0,0,0,0,0,0,8,5,0
Annamede Belavarah,8,3,1,2,26,120,16,14,18,16,0,4,2,2,2,4,16,0,0,0,18,16,18,0,0,19,14,0,16,0,0,0
Naiad,1,3,1,3,16,20,6,3,6,8,0,3,0,1,1,4,6,0,3,0,0,7,0,0,6,0,0,0,0,6,4,0
Zuishin,10,3,3,3,30,200,21,19,23,17,6,7,5,1,5,3,23,0,22,0,0,0,19,21,21,0,0,0,0,21,0,0
Kepgeda the Hag-Nailed,5,3,2,1,20,75,12,12,11,12,2,2,1,4,1,2,0,0,0,13,0,0,11,0,10,13,0,0,11,0,10,0
Ancient Umbral Dragon,20,6,2,1,45,375,36,35,33,38,10,5,7,6,8,6,33,0,38,0,34,0,36,0,34,0,0,0,0,35,34,0
Kemeneles,2,3,2,3,14,30,9,3,8,11,0,4,-2,4,3,1,0,8,0,8,0,0,0,0,0,8,0,0,0,0,0,0
Hendrid Pratchett,6,3,1,1,24,100,17,12,16,15,3,4,0,2,1,5,14,12,0,0,15,15,0,14,0,12,0,13,14,14,0,0
Living Landslide,5,3,2,2,21,90,12,15,8,10,5,-1,4,-2,1,-1,0,0,14,0,0,0,0,0,0,0,0,0,0,8,0,0
Kobold Warrior,-1,2,3,1,16,8,3,4,7,3,1,3,0,0,1,-1,5,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0
Slithering Pit,7,3,2,2,14,220,9,18,6,11,7,-5,7,-5,0,-5,0,0,18,0,0,0,0,0,0,0,0,0,0,10,0,0
Merfolk Warrior,1,3,2,2,18,19,6,6,9,4,2,4,1,0,1,1,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0
Horrid Nightmare,8,4,2,1,27,150,16,17,17,14,6,3,3,1,4,3,15,0,18,0,0,0,17,0,0,0,0,0,0,0,16,0
Zombie Horse,1,4,2,1,13,50,3,6,3,4,5,-1,4,-5,0,-2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Warg,2,3,2,1,17,36,8,11,9,6,4,3,3,-1,2,2,7,0,8,0,6,0,6,0,0,0,0,0,0,7,8,0
Chew Spider,2,4,2,2,18,22,6,6,10,4,-2,4,0,-5,0,-4,8,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0
Living Graffiti Oil,3,3,1,2,19,50,9,8,11,7,2,4,1,-2,2,1,11,0,0,5,10,0,0,0,0,0,0,0,0,11,0,0
Alasen,14,4,2,1,36,245,26,23,28,26,8,6,5,0,6,5,25,0,28,0,0,0,0,0,0,0,0,0,0,25,21,25
Nishkiv the Knife,1,3,1,1,16,20,5,6,9,5,1,4,1,1,0,2,7,0,4,0,7,0,0,0,0,0,0,0,6,7,0,0
Torchbearer,0,3,2,2,15,15,5,5,7,5,2,3,1,0,1,1,5,0,4,0,0,0,0,0,0,0,0,0,0,5,3,0
Dehydrated Krooth,6,4,2,2,23,110,16,17,14,12,5,2,5,-4,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,15,14,0
Kaava Stalker,1,2,2,2,16,20,7,5,9,7,3,4,0,0,2,0,7,0,6,0,0,0,5,0,0,0,0,0,0,9,7,0
Xill,6,3,3,1,24,100,15,15,17,11,4,5,3,0,3,0,15,0,14,0,12,0,14,0,0,0,0,0,0,15,0,0
Ghostly Guard,15,3,1,1,35,210,29,23,27,29,-5,4,0,4,6,6,29,0,0,0,0,0,29,0,27,0,0,0,0,31,0,0
Adult Blue Dragon,13,5,3,1,34,260,24,24,23,23,6,3,4,4,3,5,22,25,0,0,26,26,24,0,0,0,0,0,23,20,22,0
Child of Belcorra,5,2,3,1,21,85,12,13,9,14,5,2,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,11,0,0
Kitari Lambossa,6,3,3,1,23,90,12,12,12,14,4,2,0,1,2,3,10,0,12,0,0,11,13,0,0,0,0,0,0,0,10,0
Convergent Soldier,16,3,3,2,39,315,28,30,28,25,6,5,9,2,4,2,29,0,32,0,0,0,0,0,0,0,0,0,0,0,28,0
Wolliped,3,4,2,2,19,55,9,10,12,5,3,4,4,-4,1,2,10,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0
Tendriculos,7,5,2,2,25,120,15,17,12,13,7,2,5,-2,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,14,0,0
Cat Sith,6,1,1,2,23,110,14,14,17,14,0,5,2,3,2,5,15,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0
Mukradi,15,6,2,2,37,300,24,32,23,26,9,0,7,-3,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
Harlo Krant,4,3,2,1,20,80,13,11,10,13,4,4,3,1,5,2,0,0,10,0,0,0,0,0,0,0,0,13,0,10,0,0
Fast Shambler Troop,6,6,2,1,21,135,10,14,11,12,5,0,3,-5,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gibtanius,8,4,1,2,28,140,16,20,15,16,6,3,6,-3,2,3,0,0,18,0,0,0,15,0,0,0,0,0,0,0,16,0
Wild Hunt Monarch,20,3,1,2,46,450,35,33,32,35,10,6,7,6,7,10,34,0,38,0,0,36,40,0,36,0,36,0,0,37,37,0
Grandfather Mantis,15,3,2,3,36,300,27,26,30,25,5,5,3,2,4,2,0,0,28,0,0,0,0,0,0,25,0,25,0,0,0,0
Bloodlash Bush,2,2,2,2,16,35,6,10,8,6,4,2,4,-4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0
Tixitog,3,3,2,1,19,40,9,9,10,7,3,3,2,0,2,-1,8,0,10,0,0,0,0,0,0,7,0,0,0,10,0,0
Tanglebones,7,4,1,1,24,145,17,15,12,17,6,3,4,-2,6,2,14,0,17,0,0,0,0,0,0,0,0,0,0,15,0,0
Peng,12,6,2,3,32,200,25,23,24,23,4,6,5,3,5,7,23,0,22,0,0,0,0,0,25,0,0,0,0,0,0,0
Bristlebane,2,3,1,1,16,40,8,7,5,6,5,1,3,1,2,3,0,0,9,0,0,0,9,0,0,0,0,0,5,5,8,7
Innkeeper,1,3,2,2,14,20,7,6,3,9,2,0,1,2,2,3,0,0,0,0,6,8,0,0,0,0,0,0,7,0,0,0
Azarketi Crab Catcher,0,3,1,3,16,15,6,6,9,3,2,3,2,0,1,1,0,0,4,0,0,3,0,0,3,0,0,0,0,5,5,0
Bugbear Slasher,3,3,2,1,20,44,8,9,10,6,4,3,2,-1,1,0,8,0,9,0,0,0,7,0,0,0,0,0,0,8,0,8
Redcap,5,2,1,1,21,60,12,11,15,10,4,4,2,1,1,2,13,0,15,0,11,0,13,0,10,0,0,0,0,13,0,0
Drakauthix,9,5,2,2,25,190,17,21,13,15,7,2,6,-4,2,0,15,0,20,0,0,0,0,0,0,0,0,0,0,17,0,0
Zombie Shambler,-1,3,2,1,12,20,0,6,0,2,3,-2,2,-5,0,-2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninth Army Guard,1,3,3,1,18,20,7,7,5,5,4,2,2,0,2,-1,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0
Grippli Jinxer,6,2,2,1,23,95,16,12,14,16,2,4,2,0,4,0,14,0,12,0,0,0,12,0,14,10,0,0,0,14,0,0
Goblin Pyro,1,2,1,1,17,15,4,5,9,4,0,4,2,0,-1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Necromancer Troop,19,6,2,1,29,270,35,30,30,35,10,5,5,8,6,6,0,35,37,0,0,0,33,0,0,0,0,35,0,0,0,0
Dretch,2,2,1,1,17,45,6,10,4,8,3,0,4,-3,0,0,6,0,7,0,6,0,0,0,0,0,0,0,0,6,0,0
Ship Captain,6,3,3,2,23,90,12,12,12,14,4,2,0,1,2,3,10,0,12,0,0,11,13,0,0,0,0,0,0,0,10,0
Fetid Familiar,-1,1,2,1,15,7,5,4,7,3,0,3,2,-4,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0
Clockwork Handler,1,3,2,2,16,16,8,10,7,6,4,2,3,-5,3,-5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Weakened Cobbleswarm,2,4,2,2,14,10,9,8,10,7,2,4,2,-3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0
Narlynark,5,2,2,1,22,75,13,14,10,13,0,3,3,0,4,2,12,0,0,0,11,0,0,0,13,0,0,0,0,12,13,0
Dwandek,17,3,2,1,40,270,31,31,27,30,0,5,6,8,4,4,0,33,0,31,27,0,29,0,0,33,0,29,0,0,0,0
Clockwork Cannoneer,15,5,2,2,38,250,25,27,29,23,7,8,6,-5,4,-5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Rusalka,12,3,2,1,33,230,22,21,25,21,4,5,3,1,3,7,21,0,22,0,25,21,0,0,21,0,23,0,0,25,0,0
Anjelique Loveless,11,3,3,1,30,200,24,24,26,21,3,7,3,0,0,3,26,0,0,21,0,0,23,0,0,0,0,0,0,0,0,21
Prank Workshop Mitflit,1,2,3,1,16,25,5,3,8,5,0,3,0,1,2,-1,6,0,0,0,0,2,0,0,6,0,0,0,0,6,0,6
Xulgath Stoneliege,8,3,1,1,26,135,14,20,12,14,5,2,6,1,2,2,0,0,19,0,0,0,18,0,0,0,0,0,0,0,18,0
Screaming Sulfur,10,5,2,1,27,125,22,16,20,20,-5,7,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
Piscodaemon,10,3,2,1,28,200,19,22,16,19,6,4,6,2,3,3,0,0,22,0,0,0,19,17,0,0,0,0,0,22,19,0
Vrykolakas Spawn,6,3,2,1,24,99,14,14,16,12,5,4,2,-3,2,2,14,0,15,0,0,0,0,0,0,0,0,0,0,14,11,0
Desiak,8,3,3,1,27,135,16,16,18,13,4,4,3,2,1,0,18,0,16,0,0,0,12,0,0,0,0,0,0,14,0,0
Ssalarn,2,3,2,2,18,30,8,11,5,8,4,1,3,-3,2,0,7,0,8,4,0,0,6,0,0,0,0,0,0,7,0,0
Cinder Rat Ashgrip,3,2,2,2,18,45,9,9,12,6,2,3,2,-4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0
Abridan Ashau,10,3,2,1,28,190,18,13,15,18,2,4,2,1,2,4,0,0,0,0,22,18,0,20,0,0,0,18,17,0,0,0
Syndara the Sculptor,22,3,3,1,48,380,39,39,39,36,10,11,8,8,11,7,41,37,39,0,34,0,39,0,0,37,0,0,0,0,0,0
Mature Arabuk,7,4,2,2,24,120,15,18,16,12,6,4,4,-4,2,1,0,0,17,0,0,0,0,0,0,0,0,0,0,15,15,0
Giant Slug,8,5,2,2,25,165,14,21,11,14,7,-1,7,-5,2,-4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinder Rat Leadroar,3,2,2,2,18,45,9,9,12,6,2,3,2,-4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0
Nasurgeth,20,6,1,1,45,510,36,35,32,36,11,6,7,8,8,7,0,36,39,0,0,0,0,0,0,0,0,36,0,34,0,0
Pale Sovereign,16,3,3,2,36,298,28,26,30,28,4,8,4,6,6,9,0,0,0,0,31,31,33,0,0,28,0,0,28,0,0,0
Ogre Slug,4,4,1,1,18,70,6,14,7,6,6,-1,4,-2,0,-2,0,0,12,0,0,0,10,0,0,0,0,0,0,0,6,0
Living Wildfire,5,3,2,2,22,80,10,11,15,10,3,4,2,-2,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gbahali,9,5,2,2,28,170,17,20,17,17,7,4,5,-3,4,-2,0,0,20,0,0,0,0,0,0,0,0,0,0,17,17,0
Bounty Hunter,4,3,2,2,21,60,14,9,12,12,3,4,1,0,4,1,0,0,9,0,10,8,8,0,0,0,0,0,0,12,10,0
Corrupt Shieldmarshal Jezail,7,3,3,1,25,120,18,15,18,12,4,5,2,0,0,2,17,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0
Farmer,0,3,2,2,14,20,6,7,5,4,3,1,3,0,2,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,4,0
Yamaraj,20,5,2,2,45,375,37,33,31,35,10,7,7,10,7,6,33,0,36,0,34,34,36,0,0,38,0,38,38,0,0,0
Doatara the Poisoner,7,3,2,1,25,115,12,14,18,14,1,5,1,4,1,3,16,0,0,17,16,0,14,0,0,0,0,12,0,16,0,14
Bloodsiphon,4,3,2,1,19,80,10,11,7,11,4,1,3,-2,3,-2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Bida,8,5,3,1,27,135,15,18,15,18,6,2,3,4,3,6,0,0,0,0,20,18,18,0,0,0,0,0,16,16,0,0
Basilisk,5,3,2,2,22,75,11,14,8,11,4,-1,5,-3,2,1,0,0,13,0,0,0,0,0,0,0,0,0,0,8,0,0
Loreavor,9,2,2,2,28,155,19,15,21,19,3,6,4,6,4,3,19,17,0,0,0,0,0,0,0,21,0,0,17,19,0,0
Glimmervine,4,3,2,2,21,90,11,14,8,11,5,0,3,-5,4,1,0,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0
Giant Viper,2,3,2,2,19,26,7,8,11,6,3,4,3,-4,1,-2,9,0,8,0,0,0,0,0,0,0,0,0,0,8,6,0
Barcumbuk,8,3,3,1,27,120,18,17,19,16,5,5,5,2,4,5,17,0,0,14,19,15,19,0,0,0,0,16,0,17,0,0
Siora Fallowglade,7,3,1,1,24,75,14,11,18,15,-5,5,0,0,2,4,16,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
Arboreal Reaper,7,4,2,2,25,130,15,17,13,15,6,2,4,2,2,4,0,0,17,0,0,0,17,0,15,0,0,0,0,14,0,0
Librarian,-1,3,2,2,13,6,7,2,3,7,0,1,0,4,3,1,0,9,0,0,0,0,0,0,8,0,0,8,0,0,0,0
Grinlowe,16,3,1,1,39,300,29,31,28,28,9,6,9,5,6,5,28,0,31,0,27,0,0,0,0,29,0,0,0,29,0,0
Casino Bouncer,8,3,2,2,27,150,20,19,13,13,4,2,5,0,2,1,0,0,20,0,0,15,19,0,0,0,0,0,16,0,0,0
Black Dracolisk,9,4,2,2,28,155,18,20,17,18,6,2,5,-3,5,1,17,0,21,0,0,0,0,0,0,0,0,0,0,17,20,0
Palzu,8,3,1,2,25,135,17,17,18,13,3,4,3,-1,3,2,18,0,15,0,0,0,16,0,0,0,0,0,0,18,17,0
Ygrik,2,2,3,1,17,30,7,8,10,5,1,4,2,0,1,2,7,0,0,6,0,0,8,0,0,0,0,0,0,7,5,0
Storm Acolyte,-1,3,1,2,16,10,6,5,2,8,0,0,1,0,3,0,2,0,3,0,0,3,0,0,0,0,0,4,2,0,0,0
Crowd Agitator,1,3,2,2,17,19,6,4,9,6,3,4,1,0,1,3,0,0,0,4,7,7,7,0,0,0,0,0,0,0,0,0
Vampire Rival Necromancer,16,3,1,1,36,175,28,25,25,30,1,3,3,5,4,4,0,32,0,0,28,28,28,0,0,0,0,28,32,26,0,0
Tor Linnorm,21,6,1,1,47,440,37,38,35,33,11,8,9,-1,8,9,35,0,40,0,0,0,0,0,0,0,0,0,0,37,0,0
Sea Serpent,12,6,2,2,35,210,22,25,21,21,8,4,6,-4,2,0,18,0,26,0,0,0,0,0,0,0,0,0,0,28,0,0
Dune Candle,6,2,1,1,27,50,16,10,16,14,-5,6,0,2,4,2,18,0,0,0,12,0,12,0,0,0,0,0,0,16,0,0
Kovintus Geomancer,3,3,2,2,18,40,11,8,8,11,3,3,1,0,4,-1,0,0,8,0,0,0,0,0,11,0,0,0,0,0,9,0
Clockwork Fabricator,4,3,2,2,19,50,8,10,11,9,6,3,2,-5,3,-5,0,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0
Frefferth,9,3,3,1,30,125,18,14,16,19,6,3,3,3,4,6,0,0,21,0,0,0,23,0,0,0,0,0,0,16,17,0
Pakano,4,3,1,1,20,70,11,14,8,11,4,2,2,0,3,0,10,0,12,0,8,0,0,0,9,0,0,0,0,0,11,0
Lomok,11,3,3,3,30,210,21,20,18,23,5,3,3,0,4,2,0,0,23,0,0,19,0,0,21,0,0,19,0,0,21,0
Teyam Ishtori,19,1,2,1,44,300,25,29,32,35,-3,6,0,8,-2,6,31,38,0,0,33,0,0,0,0,35,0,31,0,33,0,0
Hamatula,11,3,3,1,31,165,24,23,20,20,7,6,5,1,5,4,23,18,0,0,0,0,21,0,0,0,0,20,0,23,22,0
Grappling Spirit,9,3,3,2,27,125,17,19,19,15,-5,6,4,0,2,5,19,0,21,0,0,18,20,0,0,0,20,0,0,0,0,0
Purple Worm,13,6,2,2,32,270,20,28,21,21,9,-1,7,-5,-1,-1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Strigoi Servant,12,3,3,1,30,130,20,19,21,18,5,7,5,3,4,3,21,0,21,0,19,0,0,0,0,0,0,0,0,23,0,0
Onyx Alliance Officer,5,3,3,1,21,72,11,9,13,11,4,4,0,1,2,3,11,0,11,0,10,0,12,0,0,0,0,0,0,13,0,13
Kapoacinth,4,3,1,1,20,40,10,13,9,10,4,1,3,-2,2,-2,9,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0
Ankylosaurus,6,5,2,2,26,90,12,16,10,16,7,0,4,-4,2,-1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Mastiff Of Tindalos,15,3,2,1,37,210,29,23,29,27,6,8,4,8,6,4,31,0,27,0,0,0,0,0,0,31,0,0,0,31,27,0
Grothlut,3,3,2,2,19,50,5,11,5,7,4,-2,4,-5,0,-3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Lucky"" Lanks",5,2,3,1,20,70,11,9,15,12,2,4,0,2,0,4,13,0,0,0,13,13,13,0,0,0,0,0,0,13,0,13
